age,nationality,name_email,zip_code,zip_short,occupation,product_type,industry,income_source,income_range,funds_origin,second_nationality,purpose_of_account,email_domain,pep,phone_country_unsupported,tnc_country,birth_country,tnc_like_birth,care_of_address,phone_country,phone_tnc_country,ip_tnc_country,nat_tnc_country,su_kyci_day,device_token_no,address,is_fraudster
age_32_38,FRA,false,69003,69,UNEMPLOYED,,,GAMBLING_WINNINGS,,,,,@gmail.com,False,True,FRA       ,DZA,false,False,FRA,True,True,True,0-2,2,Lyon,true
age_18_24,FRA,true,78280,78,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Guyancourt,true
age_46_52,DEU,false,47166,47,HOUSEWIFE,FLEX_ACCOUNT_MONTHLY,,,,,,,@web.de_TEMP2272,False,False,DEU       ,,true,False,,NULL,True,True,0-2,,Duisburg,true
age_18_24,FRA,true,93500,93,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Pantin,true
age_18_24,FRA,true,75018,75,FREELANCER,,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,True,FRA       ,,true,False,FRA,True,True,True,0-2,,Paris,true
age_25_31,FRA,true,94230,94,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Cachan,true
age_39_45,ROU,true,1040,10,FREELANCER,STANDARD,MEDIA_TECHNOLOGY_AND_CONSULTING,EMPLOYMENT,,,,,@euractiv.com,False,True,BEL       ,ROU,false,False,ROU,False,True,False,0-2,2,Etterbeek,true
age_46_52,ITA,true,60388,60,,FLEX_ACCOUNT_MONTHLY,,,,,,,@t-online.de,False,False,DEU       ,ITA,false,False,DEU,True,True,False,0-2,,Frankfurt am Main,true
age_32_38,FRA,true,75009,75,,STANDARD,,,,,,,@live.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Paris,true
age_46_52,ITA,true,33098,33,WORKER,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,12+,,San Martino AL tagliamento,true
age_18_24,GBR,true,M26 3LU,M2,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,GBR,true,False,GBR,True,True,True,0-2,,Radcliffe,true
age_32_38,HUN,false,3082PG,30,FREELANCER,,AGRICULTURE,,,,,,@gmail.com,False,True,NLD       ,HUN,false,False,NLD,True,False,False,0-2,1,Rotterdam,true
age_39_45,DEU,true,37154,37,FREELANCER,FLEX_ACCOUNT_MONTHLY,,GOVERNMENT_PAYMENTS,,,,,@web.de,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Northeim,true
age_18_24,SLV,false,28025,28,STUDENT,,,FAMILY_INCOME,,,,,@gmail.com,False,True,ESP       ,ESP,true,False,ESP,True,True,False,0-2,3,Madrid,true
age_25_31,MAR,true,93700,93,EMPLOYEE,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,False,0-2,,DRANCY,true
age_32_38,CHN,false,2636BS,26,,,LOGISTICS_WHOLESALE_AND_RETAIL,FAMILY_INCOME,,,,,@gmail.com,False,True,NLD       ,CHN,false,False,CHN,False,False,False,0-2,2,Schipluiden,true
age_25_31,ESP,false,46920,46,UNEMPLOYED,STANDARD,,GAMBLING_WINNINGS,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,2,Mislata,true
age_18_24,DEU,false,17000,17,FREELANCER,,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,ASSET_SALES,,,,,@gmail.com,False,True,FRA       ,DEU,false,False,FRA,True,NULL,False,12+,,La rochelle,true
age_25_31,ITA,true,95128,95,ITA_FREELANCER_AGRONOMI_E_FORESTALI,BUSINESS_CARD,,REINVESTMENT_OR_DIVERSIFICATION_OF_PERSONAL_SAVINGS,,,,,@libero.it,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,Catania,true
age_46_52,ITA,true,70020,70,,,,,,,,,@gmail.com,False,True,ITA       ,,true,False,ITA,True,True,False,0-2,,Bitetto,true
age_53_59,DZA,true,94800,94,UNEMPLOYED,,,GOVERNMENT_PAYMENTS,,,,,@orange.fr,False,True,FRA       ,DZA,false,False,FRA,True,True,False,0-2,3,Villejuif,true
age_32_38,FRA,false,74100,74,CEO,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,CHE,False,False,True,0-2,,Ville-la-Grand,true
age_18_24,FRA,true,34070,34,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Montpellier,true
age_32_38,UKR,false,10439,10,,,,,,,,,@gmail.com,False,True,DEU       ,UKR,false,False,DEU,True,NULL,True,12+,,Berlin,false
age_25_31,TUR,false,95400,95,,BUSINESS_BLACK,CONSTRUCTION,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,TUR,false,True,FRA,True,False,False,0-2,2,Villiers-le-Bel,false
age_53_59,UKR,false,04720,04,AGRICULTURE_FARMING_FISHING,,,,,,,,@gmail.com,False,True,ESP       ,UKR,false,False,ESP,True,False,False,0-2,3,Roquetas de Mar (Almería),false
age_32_38,POL,true,65-119,65,,STANDARD,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@wp.pl,False,False,POL       ,POL,true,False,POL,True,True,True,0-2,1,Zielona Góra,false
age_>60,DEU,true,21244,21,FREELANCER,BUSINESS_CARD,HOSPITALITY,,,,,,@yahoo.com,False,False,DEU       ,PRY,false,False,DEU,True,True,True,0-2,,Buchholz in der Nordheide,false
age_25_31,DEU,true,21079,21,MIDDLE_SERVICE,,,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,NULL,True,12+,,Hamburg,false
age_32_38,ITA,true,24020,24,ITA_UNEMPLOYED,STANDARD,,FAMILY,,,,,@hotmail.it,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,PRADALUNGA,false
age_46_52,DEU,true,33790,33,,,,,,,,,@gmx.net,False,False,DEU       ,,true,False,,NULL,NULL,True,12+,,Halle Westfalen,false
age_32_38,CHE,true,6850,68,,SMART,HEALTH_SERVICES_AND_SOCIAL_WELFARE,EMPLOYMENT,,,,,@gmail.com,False,False,CHE       ,CHE,true,False,CHE,True,False,True,0-2,2,Mendrisio,false
age_32_38,FRA,true,75004,75,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,12+,2,Paris,false
age_32_38,AUT,true,8563,85,,,,,,,,,@yahoo.com,False,False,AUT       ,,true,False,,NULL,NULL,True,12+,,Ligist Markt,false
age_46_52,GRC,false,111 46,11,FREELANCER,STANDARD,,,,,,,@gmail.com,False,False,GRC       ,,true,False,GRC,True,True,True,0-2,,Galatsi,false
age_46_52,DEU,false,91595,91,HOUSEWIFE,,,,,,,,@n26.com_TEMP2897,False,True,DEU       ,,true,False,,NULL,NULL,True,12+,,Burgoberbach,false
age_25_31,ITA,true,80144,80,,,,,,,,,@hotmail.it,False,False,ITA       ,,true,False,ITA,True,NULL,True,12+,,Napoli,false
age_18_24,DEU,true,66111,66,TRAINEE,STANDARD,OTHER,,,,,,@googlemail.com,False,False,DEU       ,,true,False,,NULL,False,True,6-8,,Saarbrücken,false
age_25_31,DEU,true,23843,23,EMPLOYEE,,,,,,,,@hotmail.de,False,False,DEU       ,,true,False,,NULL,NULL,True,12+,,Bad Oldesloe,false
age_39_45,DEU,true,87549,87,,,,,,,,,@jlew.de,False,False,DEU       ,,true,False,,NULL,NULL,True,12+,,Rettenberg,false
age_25_31,SWE,true,417 13,41,FREELANCER,BUSINESS_METAL,OTHER_SERVICE_ACTIVITIES,,,,,,@hotmail.se,False,False,SWE       ,SRB,false,False,SWE,True,True,True,0-2,2,Göteborg,false
age_18_24,DNK,true,8550,85,STUDENT,STANDARD,,GOVERNMENT_PAYMENTS,,,,DAY_TO_DAY_EXPENSES,@gmail.com,False,False,DNK       ,DNK,true,False,DNK,True,True,True,0-2,3,Ryomgard,false
age_25_31,FRA,false,31300,31,,,,,,,,,@mail.ru,False,False,FRA       ,,true,False,FRA,True,NULL,True,12+,,Toulouse,false
age_25_31,GBR,true,WA80EW,WA,,,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,NULL,False,12+,,Widnes,false
age_32_38,AUT,false,1200,12,FREELANCER,BUSINESS_CARD,COMMERCE,,,,,,@hubbfashion.at,False,False,AUT       ,,true,False,AUT,True,True,True,0-2,,Wien,false
age_32_38,FRA,true,91700,91,FREELANCER_OTHER,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,,NULL,True,True,0-2,,villiers sur orge,false
age_25_31,TUN,true,06800,06,STUDENT,,,,,,,,@gmail.com,False,False,FRA       ,,true,False,,NULL,NULL,False,12+,,Cagnes-sur-Mer,false
age_18_24,GBR,true,E17 5AY,E1,,,,,,,,,@outlook.com,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,London,false
age_39_45,ESP,false,28982,28,SALES_MARKETING,,,,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,2,Parla,false
age_39_45,RUS,false,04740,04,UNEMPLOYED,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,RUS,false,False,ESP,True,True,False,0-2,2,Roquetas de mar,false
age_18_24,RUS,true,76133,76,STUDENT,SMART,,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,True,False,0-2,,Karlsruhe,false
age_39_45,ITA,true,20851,20,,,,,,,,,@live.it,False,True,ITA       ,ITA,true,False,ITA,True,False,True,0-2,,LISSONE,true
age_18_24,FRA,true,93250,93,,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Paris,true
age_53_59,CHE,true,8934,89,,STANDARD,,,,,,,@gmail.com,False,False,CHE       ,,true,False,CHE,True,True,True,12+,2,Knonau,true
age_46_52,NLD,true,3073DK,30,,STANDARD,,,,,,,@gmail.com,False,False,NLD       ,,true,False,,NULL,True,True,0-2,,Rotterdam,true
age_25_31,SVK,true,PE1 2pl,PE,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,Peterborough,true
age_18_24,FRA,true,95300,95,FREELANCER,BUSINESS_CARD,,GAMBLING_WINNINGS,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Pontoise,true
age_32_38,FRA,false,91700,91,FREELANCER,BUSINESS_CARD,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@hotmail.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,sainte Geneviève des bois,true
age_32_38,POL,false,58-160,58,,STANDARD,,,,,,,@gmail.com,False,False,POL       ,POL,true,False,POL,True,True,True,0-2,,Świebodzice,true
age_46_52,ITA,false,85010,85,ITA_SELF_EMPLOYED,BUSINESS_CARD,,DIVESTMENT_OF_FINANCIAL_PRODUCTS,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,1,Pignola,true
age_>60,DEU,false,54539,54,FREELANCER,FLEX_ACCOUNT_MONTHLY,FINANCIAL_SERVICES,,,,,,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,False,True,3-5,4+,Ürzig,true
age_18_24,FRA,true,91350,91,STUDENT,BLACK_CARD_MONTHLY,,GRANTS,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Grigny,true
age_25_31,GBR,true,LE2 0NA,LE,,STANDARD,,,,,,,@outlook.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,Leicester,true
age_46_52,MAR,false,74960,74,FREELANCER,,VEHICLE_TRADE_AND_SERVICES,EMPLOYMENT,,,,,@outlook.fr,False,True,FRA       ,FRA,true,False,FRA,True,True,False,3-5,3,Annecy,true
age_25_31,NLD,true,3079NN,30,,,,,,,,,@gmail.com,False,True,NLD       ,NLD,true,False,NLD,True,True,True,0-2,,Rotterdam,true
age_25_31,ITA,false,42100,42,STUDENT,,,FAMILY_INCOME,,,,,@gmail.com,False,True,GRC       ,ITA,false,False,USA,False,True,False,0-2,1,Trikala,true
age_32_38,FRA,true,70160,70,,STANDARD,,,,,,,@outlook.fr,False,False,FRA       ,FRA,true,False,FRA,True,False,True,0-2,4+,Baulay,true
age_32_38,CIV,true,16800,16,,METAL_CARD_MONTHLY,,,,,,,@yahoo.fr,False,False,FRA       ,,true,False,FRA,True,False,False,0-2,,Soyaux,true
age_18_24,GRC,true,06300,06,FREELANCER,BUSINESS_CARD,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,False,FRA       ,TUN,false,False,FRA,True,True,False,0-2,,Nice,true
age_18_24,GBR,false,WS1 3lq,WS,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,Walsall,true
age_25_31,DEU,false,30419,30,,BLACK_CARD_MONTHLY,,,,,,,@web.de,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Hannover,true
age_25_31,DEU,true,18106,18,EMPLOYEE,STANDARD,,,,,,,@email-schutz.de_TEMP3759,False,False,DEU       ,,true,False,,NULL,True,True,0-2,,Rostock,true
age_39_45,ESP,true,08902,08,FREELANCER,BUSINESS_CARD,OTHER,,,,,,@hotmail.es,False,False,ESP       ,,true,False,FRA,False,True,True,0-2,,Barcelona,true
age_18_24,FRA,false,13127,13,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,Vitrolles,true
age_46_52,ITA,true,02100,02,ITA_SELF_EMPLOYED,BUSINESS_METAL,,DIVESTMENT_OF_FINANCIAL_PRODUCTS,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,1,Rieti,true
age_39_45,FRA,false,93350,93,,,,,,,,,@yahoo.com,False,True,FRA       ,FRA,true,True,FRA,True,True,True,0-2,,Le Bourget,true
age_18_24,KAZ,true,60323,60,UNEMPLOYED,,,FAMILY_INCOME,,,,,@gmail.com,False,True,DEU       ,KAZ,false,False,RUS,False,NULL,False,12+,,Frankfurt am Main,true
age_25_31,ESP,false,93440,93,,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,False,0-2,,Dugny,true
age_>60,DEU,false,21335,21,PENSIONER,STANDARD,,GOVERNMENT_PAYMENTS,,,,,@gmail.com,False,False,DEU       ,POL,false,False,DEU,True,True,True,0-2,2,Lüneburg,false
age_25_31,FRA,false,74330,74,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,False,True,0-2,,Poisy,false
age_18_24,FRA,false,76610,76,,,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,NULL,True,12+,,Le HAVRE,false
age_53_59,PRT,true,2735-351,27,CEO,,,,,,,,@post.com,False,False,PRT       ,,true,False,,NULL,NULL,True,12+,,Agualva Cacém ,false
age_53_59,PRT,false,2805-347,28,,,ENERGY_UTILITIES_AND_TELECOMMUNICATION,EMPLOYMENT,,,,,@gmail.com,False,False,PRT       ,PRT,true,False,PRT,True,NULL,True,12+,,Almada,false
age_46_52,PRT,true,2820-546,28,FREELANCER,BUSINESS_CARD,HEALTHCARE,EMPLOYMENT,,,,,@gmail.com,False,False,PRT       ,PRT,true,False,PRT,True,True,True,0-2,3,Charneca da Caparica,false
age_18_24,BEL,false,7030,70,UNEMPLOYED,,,GOVERNMENT_PAYMENTS,,,,SALARY_OR_PENSION,@gmail.com,False,False,BEL       ,BEL,true,False,BEL,True,NULL,True,12+,,Mons,false
age_39_45,DEU,true,18519,18,FREELANCER,STANDARD,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,3-5,2,Sundhagen,false
age_25_31,FRA,true,77290,77,STUDENT,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Mitry-Mory,false
age_18_24,PRT,true,3740-213,37,STUDENT,STANDARD,,FAMILY_INCOME,,,,,@sapo.pt,False,False,PRT       ,PRT,true,False,PRT,True,True,True,0-2,2,Sever do Vouga,false
age_32_38,EGY,true,5644PX,56,,,,,,,,,@gmail.com,False,False,NLD       ,EGY,false,False,NLD,True,NULL,False,12+,,Eindhoven,false
age_32_38,VEN,false,28043,28,STUDENT,,,,,,,,@hotmail.com,False,False,ESP       ,VEN,false,False,ESP,True,True,False,12+,4+,Madrid,false
age_39_45,FRA,false,54250,54,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,3-5,,Champigneulles,false
age_18_24,PRT,true,2805-355,28,FREELANCER,BUSINESS_CARD,MANAGEMENT_CONSULTANCY,INHERITANCE,,,,,@gmail.com,False,False,PRT       ,PRT,true,False,PRT,True,True,True,0-2,2,Almada,false
age_46_52,DEU,true,55262,55,,SMART,HEALTH_SERVICES_AND_SOCIAL_WELFARE,EMPLOYMENT,,,,PERSONAL_PROJECTS,@gmx.de,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Ingelheim-Heidesheim,false
age_32_38,FRA,true,33140,33,FREELANCER,,CONSTRUCTION,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Villenave-d'Ornon,false
age_32_38,CHE,true,69100,69,,SMART,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,False,12+,,Villeurbanne,false
age_32_38,KEN,false,12099,12,WITHOUT,,,,,,,,@outlook.de,False,False,DEU       ,,true,False,,NULL,NULL,False,12+,,Berlin,false
age_32_38,GBR,false,29649,29,MEDICINE_HEALTH_SPORTS,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,,true,False,ESP,True,True,False,0-2,,malaga,false
age_39_45,FRA,true,77920,77,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,SAMOIS SUR SEINE,false
age_18_24,TUR,true,81739,81,,STANDARD,,,,,,,@gmail.com,False,True,DEU       ,TUR,false,True,TUR,False,True,False,0-2,,München,false
age_25_31,DEU,true,71665,71,,STANDARD,,,,,,,@hotmail.de,False,False,DEU       ,DEU,true,False,DEU,True,True,True,12+,,Vaihingen an der Enz,false
age_32_38,IND,true,3604CB,36,,STANDARD,,,,,,,@yahoo.com,False,False,NLD       ,,true,False,NLD,True,True,False,0-2,,Maarssen,false
age_18_24,DZA,true,14000,14,UNEMPLOYED,,,GOVERNMENT_PAYMENTS,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,NULL,False,12+,,Caen,false
age_18_24,FRA,true,51450,51,FREELANCER,,TRADE_IN_MOTOR_VEHICLES,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Bétheny,false
age_32_38,ITA,true,41049,41,ITA_SELF_EMPLOYED,,,LOTTERY_WINNING,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,3,Sassuolo,false
age_39_45,LVA,true,5682PE,56,FREELANCER,,OTHER_SERVICE_ACTIVITIES,,,,,,@gmx.com,False,False,NLD       ,,true,False,NLD,True,NULL,False,12+,,Best,false
age_46_52,ESP,true,48195,48,,,EDUCATION_AND_SCIENCE,EMPLOYMENT,,,,PERSONAL_PROJECTS,@gmail.com,False,True,ESP       ,ESP,true,False,ESP,True,True,True,0-2,1,Larrabetzu,true
age_25_31,NGA,true,75020,75,FREELANCER,BUSINESS_BLACK,IT_SERVICES,,,,,,@yahoo.com,False,False,FRA       ,,true,False,FRA,True,True,False,0-2,,Paris,true
age_39_45,FRA,true,75020,75,FREELANCER,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Paris,true
age_18_24,ESP,false,57019,57,FREELANCER,BUSINESS_BLACK,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,,@gmail.com,False,True,GRC       ,ESP,false,False,USA,False,False,False,0-2,2,Agia Triada,true
age_53_59,ITA,false,73047,73,,,,,,,,,@gmail.com,False,True,ITA       ,ITA,true,False,ITA,True,True,True,0-2,,Monteroni di Lecce,true
age_25_31,ITA,true,63034,63,ITA_ENTREPRENEUR,,,SALARY,,,,,@outlook.com,False,True,ITA       ,ITA,true,False,GBR,False,True,True,0-2,2,Montedinove AP,true
age_25_31,GBR,true,8125-484,81,,METAL_CARD_MONTHLY,,,,,,,@yahoo.com,False,True,PRT       ,GBR,false,False,GBR,False,True,False,0-2,1,Vilamoura,true
age_18_24,POL,false,50-571,50,FREELANCER,,LEGAL_TAX_AUDIT_AND_ACCOUNTING_SERVICES,EMPLOYMENT,,,,,@gmx.de,False,True,POL       ,POL,true,False,POL,True,True,True,0-2,3,Wrocław,true
age_25_31,COL,false,3010,30,,STANDARD,,,,,,,@hotmail.com,False,False,BEL       ,COL,false,False,BEL,True,True,False,0-2,3,Leuven,true
age_>60,FRA,true,59000,59,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,3-5,4+,Lille,true
age_18_24,FRA,true,60000,60,STUDENT,,,GRANTS,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Beauvais,true
age_46_52,GBR,true,NP20 6NH,NP,,,,,,,,,@outlook.com,False,True,GBR       ,GBR,true,False,GBR,True,True,True,0-2,,Newport,true
age_32_38,FRA,true,91250,91,,,CONSTRUCTION,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,FRA,true,True,FRA,True,True,True,0-2,2,St germain les corbeil,true
age_32_38,ITA,true,75020,75,FREELANCER,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,DZA,false,False,FRA,True,False,False,0-2,1,Paris,true
age_18_24,IRL,true,D15,D1,,STANDARD,,,,,,,@gmail.com,False,False,IRL       ,,true,False,IRL,True,True,True,12+,1,Dublin,true
age_25_31,POL,false,8441,84,FREELANCER,BUSINESS_CARD,,GOVERNMENT_PAYMENTS,,,,,@gmail.com,False,False,AUT       ,POL,false,False,POL,False,False,False,0-2,2,Nestelbach,true
age_39_45,RUS,true,08035,08,UNEMPLOYED,,,ASSET_SALES,,,,,@gmail.com,False,True,ESP       ,RUS,false,False,ESP,True,True,False,0-2,2,Barcelona,true
age_>60,BEL,true,7141,71,PENSIONER,STANDARD,,,,,,,@gmail.com,False,False,BEL       ,,true,False,BEL,True,True,True,0-2,,Carnières,true
age_39_45,ESP,false,45684,45,,,HEALTH_SERVICES_AND_SOCIAL_WELFARE,EMPLOYMENT,,,,,@yahoo.com,False,True,ESP       ,ESP,true,False,ESP,True,True,True,0-2,2,Lucillos,true
age_18_24,ESP,false,28022,28,FREELANCER,BUSINESS_CARD,,PENSION,,,,ONLINE_PURCHASES,@hotmail.com,False,True,ESP       ,ESP,true,False,GBR,False,True,True,0-2,3,Madrid,true
age_25_31,FRA,true,75018,75,STUDENT,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,9-11,,Paris,true
age_>60,ESP,false,03690,03,FREELANCER,,,,,,,,@gmail.com,False,True,ESP       ,VEN,false,False,ESP,True,NULL,True,0-2,,San Vicente del Raspeig,true
age_32_38,NLD,false,9744hk,97,,BLACK_CARD_MONTHLY,,,,,,,@live.nl,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,,Groningen,true
age_18_24,ITA,true,76016,76,ITA_UNEMPLOYED,STANDARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,Margherita di Savoia,true
age_46_52,FRA,true,78960,78,FREELANCER,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,Voisins-le-Bretonneux,true
age_46_52,FRA,true,33125,33,,BLACK_CARD_MONTHLY,,,,,,,@orange.fr,False,False,FRA       ,,true,False,FRA,True,True,True,12+,,HOSTENS,true
age_32_38,FRA,false,57070,57,FREELANCER,,SUPPLY_DISPOSAL,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Metz,true
age_18_24,FRA,true,13340,13,,STANDARD,,,,,,,@sfr.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Rognac,true
age_53_59,NLD,true,1043BP,10,,,,,,,,,@hotmail.com,False,True,NLD       ,NLD,true,False,NLD,True,True,True,0-2,,Amsterdam,true
age_32_38,FRA,true,69003,69,EMPLOYEE,STANDARD,,,,,,,@live.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Lyon,true
age_18_24,ITA,true,31056,31,FREELANCER_OTHER,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,,NULL,True,True,12+,,Musestre,true
age_18_24,FRA,true,93600,93,UNEMPLOYED,,,DONATIONS,,,,,@gmail.com,False,True,FRA       ,CIV,false,False,FRA,True,True,True,0-2,2,Aulnay-sous-Bois,true
age_25_31,UKR,false,85131,85,,STANDARD,,,,,,,@protonmail.com,False,True,GRC       ,,true,False,UKR,False,NULL,False,0-2,,Rhodes,true
age_25_31,FRA,false,94140,94,,STANDARD,,,,,,,@hotmail.fr,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,3-5,,Alfortville,true
age_>60,FRA,true,91150,91,,,,,,,,,@hotmail.fr,False,True,FRA       ,,true,False,FRA,True,True,True,0-2,,Étampes,true
age_32_38,ITA,true,00040,00,ITA_EMPLOYEE_PRIVATE_SECTOR,,,SALARY,,,,,@gmail.com,False,True,ITA       ,ITA,true,False,ITA,True,False,True,0-2,2,Ardea,true
age_18_24,FRA,true,94110,94,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,4+,Arcueil,true
age_46_52,ESP,false,33010,33,FREELANCER,,CONSTRUCTION,,,,,,@gmail.com,False,True,ESP       ,,true,False,ESP,True,True,False,0-2,,Oviedo,true
age_18_24,KAZ,false,97421,97,,STANDARD,,,,,,,@gmail.com,False,True,DEU       ,,true,False,RUS,False,True,False,0-2,,Schweinfurt,true
age_18_24,POL,true,75016,75,FREELANCER,STANDARD,ENERGY_UTILITIES_AND_TELECOMMUNICATION,FAMILY_INCOME,,,,,@gmail.com,False,False,FRA       ,POL,false,False,POL,False,NULL,False,0-2,2,Paris,true
age_53_59,POL,false,96120,96,FREELANCER,,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@gmail.com,False,True,DEU       ,POL,false,False,POL,False,False,False,0-2,3,Bischberg,true
age_25_31,ESP,false,63000,63,,,,,,,,,@gmail.com,False,True,FRA       ,,true,False,FRA,True,True,False,0-2,,Clermont-Ferrand,true
age_39_45,ITA,false,47924,47,,,,,,,,,@hotmail.it,False,True,ITA       ,,true,False,ITA,True,True,False,0-2,,Rimini,true
age_32_38,DEU,false,61206,61,FREELANCER,BUSINESS_SMART,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,,@emailn.de,False,False,DEU       ,DEU,true,False,BEL,False,NULL,True,0-2,2,Wöllstadt,true
age_53_59,DEU,true,72401,72,FREELANCER,FLEX_ACCOUNT_MONTHLY,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@web.de,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,4+,Haigerloch,true
age_39_45,FRA,true,75011,75,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Paris,true
