age,nationality,name_email,zip_code,zip_short,occupation,product_type,industry,income_source,income_range,funds_origin,second_nationality,purpose_of_account,email_domain,pep,phone_country_unsupported,tnc_country,birth_country,tnc_like_birth,care_of_address,phone_country,phone_tnc_country,ip_tnc_country,nat_tnc_country,su_kyci_day,device_token_no,address,is_fraudster
age_18_24,FRA,true,91000,91,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Evry,false
age_25_31,FRA,true,34200,34,,STANDARD,,,,,,,@hotmail.fr,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,0-2,,Sète,false
age_39_45,ITA,false,80057,80,,,,,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,False,True,0-2,,Sant'Antonio Abate,false
age_46_52,THA,true,51545,51,FREELANCER,,WHOLESALE_TRADE,,,,,,@olejak.org,False,False,DEU       ,THA,false,False,DEU,True,NULL,False,0-2,,Waldbröl,false
age_32_38,PYF,true,95220,95,,METAL_CARD_MONTHLY,HEALTH_SERVICES_AND_SOCIAL_WELFARE,EMPLOYMENT,,,,,@icloud.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Herblay,false
age_32_38,DEU,true,66557,66,FREELANCER,STANDARD,HEALTH_SERVICES_AND_SOCIAL_WELFARE,EMPLOYMENT,,,,,@gmx.net,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,3,Illingen,false
age_32_38,ATF,true,69420,69,EMPLOYEE,,,,,,,,@yahoo.fr,False,False,FRA       ,,true,False,,NULL,NULL,False,12+,,Condrieu,false
age_18_24,MYS,true,79104,79,STUDENT,,,,,,,,@yahoo.com,False,False,DEU       ,,true,False,,NULL,NULL,False,12+,,Freiburg im Breisgau,false
age_39_45,FRA,true,74500,74,,STANDARD,,,,,,,@orange.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Féternes,false
age_18_24,ITA,true,81030,81,ITA_UNEMPLOYED,STANDARD,,FAMILY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,1,Succivo,false
age_32_38,ESP,true,41020,41,STUDENT,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,,true,False,DEU,False,False,True,0-2,,sevilla,false
age_18_24,DEU,true,55576,55,,STANDARD,,,,,,,@icloud.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,,Sprendlingen,false
age_46_52,DEU,false,grjydax,gr,,,,,,,,,@n26.com_TEMP1415,False,True,DEU       ,,true,False,,NULL,NULL,True,12+,,sdobjipnyn,false
age_39_45,ESP,true,33402,33,LEGAL_ADVISORY_JUSTICE,,,,,,,,@gmail.com,False,False,ESP       ,,true,False,ESP,True,True,True,0-2,,Avilés,false
age_53_59,CHN,true,07024,07,ITA_EMPLOYEE_PRIVATE_SECTOR,,,SALARY,,,,,@gmail.com,False,False,ITA       ,CHN,false,False,ITA,True,NULL,False,12+,,La Maddalena,false
age_25_31,GBR,true,HA4 6AY,HA,,,,,,,,,@hotmail.com,False,True,GBR       ,GBR,true,False,GBR,True,NULL,False,12+,,Ruislip,false
age_18_24,FRA,true,34000,34,UNEMPLOYED,,,DONATIONS,,,,,@icloud.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Montpellier,false
age_25_31,FRA,true,42100,42,PUPIL,,,,,,,,@gmil.com,False,False,FRA       ,,true,False,,NULL,NULL,True,12+,,Saint-Étienne,false
age_39_45,PAK,false,13403,13,,,,,,,,,@gmail.com,False,False,DEU       ,PAK,false,False,DEU,True,NULL,False,12+,,Berlin,false
age_25_31,DEU,true,22085,22,,STANDARD,MEDIA_TECHNOLOGY_AND_CONSULTING,EMPLOYMENT,,,,,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,12+,1,Hamburg,false
age_32_38,HRV,true,80687,80,FREELANCER,BUSINESS_CARD,WHOLESALE_TRADE,FAMILY_INCOME,,,,,@ifmservices.de,False,False,DEU       ,BIH,false,False,DEU,True,True,False,12+,2,München,false
age_39_45,ITA,true,35000,35,FREELANCER,BUSINESS_CARD,EDUCATION_AND_SCIENCE,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,ITA,false,False,FRA,True,True,False,0-2,3,RENNES,false
age_25_31,ESP,false,03205,03,FREELANCER,BUSINESS_CARD,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,1,Elche,false
age_25_31,ITA,false,40134,40,FREELANCER,STANDARD,ARCHITECTURAL_OFFICE,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Bologna,false
age_25_31,IND,true,12627,12,UNEMPLOYED,,,FAMILY_INCOME,,,,,@gmail.com,False,False,DEU       ,IND,false,False,DEU,True,True,False,0-2,4+,Berlin,false
age_18_24,LVA,true,10777,10,STUDENT,STANDARD,,,,,,,@gmail.com,False,True,DEU       ,,true,False,LVA,False,False,False,0-2,,Berlin,false
age_32_38,FRA,true,26130,26,UNEMPLOYED,,,GOVERNMENT_PAYMENTS,,,,,@gmail.com,False,False,FRA       ,NCL,false,True,FRA,True,True,True,0-2,2,ST PAUL TROIS CHATEAUX,false
age_25_31,RUS,true,76131,76,FREELANCER,STANDARD,WHOLESALE_TRADE,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,False,0-2,,Karlsruhe,false
age_46_52,FRA,true,83250,83,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,La Londe-les-Maures,false
age_25_31,ITA,false,12347,12,EMPLOYEE,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,True,False,0-2,,Berlin,false
age_25_31,FRA,true,91130,91,FREELANCER,BUSINESS_CARD,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,0-2,,Ris-Orangis,false
age_18_24,BRA,false,1600-207,16,STUDENT,STANDARD,,FAMILY_INCOME,,,,,@gmail.com,False,True,PRT       ,PRT,true,False,BRA,False,False,False,0-2,1,Lisboa,false
age_32_38,FRA,true,94000,94,,STANDARD,,,,,,,@yahoo.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Créteil,false
age_18_24,FRA,true,1083,10,,STANDARD,,,,,,,@gmail.com,False,False,BEL       ,,true,False,BEL,True,True,False,0-2,,Bruxelles,false
age_39_45,FRA,true,91230,91,FREELANCER,BUSINESS_CARD,SPECIALIST_SERVICES,,,,,,@gmail.com_TEMP4201,False,False,FRA       ,,true,False,,NULL,True,True,0-2,,Montgeron,false
age_25_31,FRA,true,42500,42,FREELANCER,BUSINESS_CARD,OTHER_SERVICE_ACTIVITIES,,,,,,@laposte.net,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Le Chambon-Feugerolles,false
age_18_24,BEL,true,3971EB,39,,STANDARD,,,,,,,@gmail.com,False,False,NLD       ,BEL,false,False,BEL,False,True,False,0-2,2,Driebergen,false
age_25_31,FRA,true,69400,69,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,12+,1,Villefranche-sur-Saône,false
age_25_31,DEU,true,23569,23,,SMART,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@web.de,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Lübeck,false
age_18_24,ITA,false,20097,20,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Poasco,false
age_39_45,COD,true,91210,91,,,CONSTRUCTION,EMPLOYMENT,,,,,@outlook.fr,False,False,FRA       ,AGO,false,True,FRA,True,NULL,False,12+,,Draveil,false
age_39_45,ESP,true,41015,41,UNEMPLOYED,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,COL,false,False,ESP,True,True,False,0-2,,Sevilla,false
age_18_24,ITA,true,1106 DB,11,,STANDARD,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,False,NLD       ,ITA,false,False,NLD,True,NULL,False,0-2,1,Amsterdam,false
age_53_59,ESP,true,21500,21,,,,,,,,,@gmail.com,False,False,ESP       ,,true,False,ESP,True,NULL,True,12+,,Gibraleón,false
age_18_24,ESP,true,41008,41,STUDENT,STANDARD,,FAMILY_INCOME,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,2,Sevilla,false
age_25_31,ITA,false,60129,60,,STANDARD,,,,,,,@hotmail.it,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Marche,false
age_46_52,ARG,true,20851,20,ITA_SELF_EMPLOYED,SMART,,FAMILY,,,,,@gmail.com,False,False,ITA       ,ARG,false,False,ITA,True,False,False,0-2,,Lissone,false
age_46_52,ITA,false,30173,30,,,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Venezia,false
age_32_38,IRL,true,K32Y773,K3,,STANDARD,,,,,,,@gmail.com,False,False,IRL       ,IRL,true,False,IRL,True,True,True,0-2,1,Balbriggan,false
age_39_45,DEU,true,3002,30,FREELANCER,BUSINESS_CARD,RETAIL_TRADE,,,,,,@web.de,False,False,AUT       ,DEU,false,False,AUT,True,True,False,0-2,,Purkersdorf,false
age_18_24,ESP,true,28008,28,,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,,true,False,ESP,True,True,True,0-2,,Madrid,false
age_25_31,NLD,true,7824 KD,78,,STANDARD,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,EMPLOYMENT,,,,,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,3,Emmen,false
age_32_38,IRL,true,D02 TX80,D0,,,,,,,,,@pineappleapp.io,False,False,IRL       ,,true,False,IRL,True,NULL,True,12+,,Dublin,false
age_32_38,POL,false,51469,51,,,CONSTRUCTION,PENSION,,,,SALARY_OR_PENSION,@wp.pl,False,False,DEU       ,POL,false,False,POL,False,True,False,0-2,3,Bergisch Gladbach,false
age_25_31,DEU,true,78239,78,,FLEX_ACCOUNT_MONTHLY,,,,,,,@icloud.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,,Rielasingen-Worblingen,false
age_32_38,AUT,true,8605,86,,,,,,,,,@icloud.com,False,False,AUT       ,AUT,true,False,AUT,True,NULL,True,12+,,Kapfenberg,false
age_32_38,ITA,false,83010,83,ITA_SELF_EMPLOYED,STANDARD,,FAMILY,,,,,@hotmail.it,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,Tufo,false
age_25_31,KOR,false,10713,10,,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,KOR,false,True,DEU,True,True,False,12+,,Berlin,false
age_18_24,NLD,true,4225 RJ,42,,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,1,Noordeloos,false
age_18_24,NLD,true,5615kt,56,FREELANCER,,CONSTRUCTION,,,,,,@icloud.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,2,Eindhoven,false
age_>60,FRA,false,52600,52,,,,,,,,,@googlemail.com,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Chalindrey,false
age_25_31,AUT,true,3160,31,,STANDARD,,,,,,,@gmail.com,False,False,AUT       ,,true,False,AUT,True,True,True,0-2,,Traisen,false
age_25_31,AGO,true,93100,93,,,,,,,,,@gmail.com,False,False,FRA       ,AGO,false,False,FRA,True,NULL,False,12+,,Montreuil,false
age_18_24,FRA,true,31200,31,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Toulouse,false
age_39_45,FRA,false,75020,75,,,,,,,,,@gmaik.com,False,False,FRA       ,,true,False,FRA,True,NULL,True,12+,,Paris,false
age_39_45,DEU,true,84036,84,,METAL_CARD_MONTHLY,CONSTRUCTION,EMPLOYMENT,,,,SALARY_OR_PENSION,@googlemail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Landshut,false
age_46_52,JPN,true,76187,76,,STANDARD,,,,,,,@yahoo.co.jp,False,False,DEU       ,,true,False,DEU,True,True,False,0-2,,Karlsruhe,false
age_>60,FRA,false,20200,20,,,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,NULL,True,12+,,Bastia,false
age_18_24,FRA,true,92400,92,FREELANCER,BUSINESS_CARD,COMMERCE,,,,,,@icloud.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Courbevoie,false
age_18_24,ESP,false,6000,60,FREELANCER,BUSINESS_CARD,TRANSPORT,,,,,,@icloud.com,False,True,BEL       ,ESP,false,False,GBR,False,True,False,0-2,1,Charleroi,false
age_39_45,ITA,true,56028,56,ITA_EMPLOYEE_PRIVATE_SECTOR,SMART,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,1,San Miniato,false
age_18_24,FRA,false,17770,17,PENSIONER,,,GOVERNMENT_PAYMENTS,,,,,@outlook.fr,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Saint-Hilaire-de-Villefranche,false
age_39_45,FRA,true,71960,71,,,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Prisse,false
age_18_24,FRA,false,13001,13,,STANDARD,,,,,,,@hotmail.fr,False,False,FRA       ,FRA,true,True,FRA,True,True,True,0-2,,Marseille,false
age_25_31,IND,true,3526 KT,35,,,BANKING_AND_INSURANCE,EMPLOYMENT,,,,ONLINE_PURCHASES,@yhoo.in,False,False,NLD       ,IND,false,False,NLD,True,NULL,False,6-8,,Utrecht,false
age_>60,FRA,true,95140,95,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Garges-les-Gonesse,false
age_18_24,ITA,true,80131,80,ITA_EMPLOYEE_PRIVATE_SECTOR,,,SALARY,,,,,@libero.it,False,False,ITA       ,ITA,true,False,ITA,True,NULL,True,12+,,Napoli,false
age_25_31,TUR,true,10141,10,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,False,0-2,,Torino,false
age_32_38,DEU,false,23611,23,,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Bad Schwartau,false
age_32_38,DEU,true,65817,65,FREELANCER,FLEX_ACCOUNT_MONTHLY,,GAMBLING_WINNINGS,,,,,@outlook.com,False,False,DEU       ,THA,false,False,DEU,True,True,True,3-5,3,Eppstein,false
age_18_24,FRA,true,30000,30,,,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Nimes,false
age_46_52,GBR,true,SE15 2PJ,SE,,,,,,,,,@googlemail.com,False,True,GBR       ,,true,False,GBR,True,NULL,False,12+,,London,false
age_>60,FRA,true,41260,41,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,DZA,false,False,FRA,True,True,True,0-2,2,La Chaussée St Victor,false
age_18_24,ESP,false,20005,20,STUDENT,,,,,,,,@gmail.com,False,False,ESP       ,COL,false,False,ESP,True,True,True,0-2,2,Donostia-San Sebastián,false
age_32_38,ALB,true,20017,20,,,,,,,,,@gmail.com,False,False,ITA       ,ALB,false,False,ITA,True,NULL,False,12+,,"Rho, Milan",false
age_53_59,ESP,false,15007,15,FREELANCER,,VEHICLE_TRADE_AND_SERVICES,EMPLOYMENT,,,,,@gmail.com,False,False,ESP       ,FRA,false,False,ESP,True,True,True,0-2,2,A CORUÑA,false
age_18_24,ITA,true,31048,31,ITA_EMPLOYEE_PRIVATE_SECTOR,STANDARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,1,San Biagio di Callalta,false
age_25_31,ITA,true,94100,94,,STANDARD,,,,,,,@unikorestudent.it,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Enna,false
age_25_31,GBR,true,L35 8NG,L3,,STANDARD,,,,,,,@outlook.com,False,True,GBR       ,GBR,true,False,GBR,True,True,True,0-2,,Rainhill,false
age_53_59,FRA,true,38400,38,EMPLOYEE,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,,NULL,True,True,0-2,,Saint martin d'heres,false
age_32_38,SVN,true,1230,12,,STANDARD,,,,,,,@gmail.com,False,False,SVN       ,SVN,true,False,SVN,True,True,True,0-2,,Domzale,false
age_>60,ITA,true,80011,80,ITA_RETIRED,,,PENSION,,,,,@gmail.com,False,False,ITA       ,BIH,false,False,ITA,True,NULL,True,12+,,Acerra,false
age_25_31,DEU,false,18146,18,FREELANCER,,HEALTH_CARE,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,NULL,True,0-2,,Rostock,false
age_25_31,TUR,false,51674,51,,,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@outlook.de,False,False,DEU       ,DEU,true,False,DEU,True,NULL,False,12+,,Wiehl,false
age_46_52,ITA,true,50012,50,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Bagno A Ripoli,false
age_39_45,SWE,true,21020,21,,STANDARD,,,,,,,@mac.com,False,False,FIN       ,SWE,false,False,SWE,False,False,False,0-2,,Mariehamn,false
age_25_31,ITA,true,89063,89,STUDENT,STANDARD,,,,,,,@hotmail.it,False,False,ITA       ,,true,False,ITA,True,True,True,12+,,Melito di Porto Salvo,false
age_32_38,NL,true,9611 JS,96,EMPLOYEE,STANDARD,,,,,,,@gmail.com,False,False,NLD       ,,true,False,NLD,True,True,True,12+,,Sappemeer,false
age_18_24,BLR,true,00030,00,ITA_SELF_EMPLOYED,,,SALARY,,,,,@yahoo.com,False,False,ITA       ,BLR,false,False,ITA,True,NULL,False,12+,,Labico,false
age_25_31,FRA,true,75003,75,FREELANCER,,RETAIL_TRADE,,,,,,@hotmail.fr,False,True,FRA       ,,true,False,FRA,True,NULL,False,12+,,Paris,false
age_46_52,ESP,false,43720,43,ADMINISTRATIVE_ACTIVITIES,,,,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,,L'Arboç,false
age_46_52,GBR,true,MK1 1NQ,MK,,,,,,,,,@hotmail.com,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,Bletchley,false
age_39_45,IRN,true,80799,80,,,LEGAL_TAX_AUDIT_AND_ACCOUNTING_SERVICES,EMPLOYMENT,,,,,@gmail.com,False,False,DEU       ,IRN,false,False,DEU,True,True,False,0-2,1,München,false
age_18_24,GBR,true,Sl12rg,Sl,,,,,,,,,@hotmail.co.uk,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,Slough,false
age_>60,ITA,true,10154,10,ITA_UNEMPLOYED,,,PENSION,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,NULL,True,12+,,Torino,false
age_32_38,SWE,false,421 43,42,,STANDARD,,,,,,,@gmail.com,False,False,SWE       ,,true,False,SWE,True,True,True,0-2,,Västra Frölunda,false
age_46_52,POL,true,80-299,80,,STANDARD,,,,,,,@gmail.com,False,False,POL       ,,true,False,POL,True,True,True,3-5,,Gdansk,false
age_25_31,ITA,true,60019,60,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Senigallia,false
age_32_38,AUT,true,1050,10,EMPLOYEE,STANDARD,,,,,,,@gmail.com,False,False,AUT       ,,true,False,AUT,True,True,True,6-8,,Wien,false
age_25_31,FRA,true,12045,12,FREELANCER,,MEDIA_TECHNOLOGY_AND_CONSULTING,EMPLOYMENT,,,,FREELANCER_ACTIVITY,@hotmail.fr,False,False,DEU       ,FRA,false,False,FRA,False,NULL,False,0-2,3,Berlin - Neukölln,false
age_25_31,BRA,true,08001,08,,,,,,,,,@hotmail.com,False,False,FRA       ,BRA,false,False,ESP,False,False,False,0-2,1,Barcelona,false
age_32_38,ESP,true,09612,09,FREELANCER,,,,,,,,@hotmail.com,False,False,ESP       ,,true,False,ESP,True,True,True,0-2,,Burgos,false
age_46_52,XKX,true,52353,52,OTHER,,,,,,,,@aol.com,False,False,DEU       ,,true,False,DEU,True,NULL,False,12+,,Düren,false
age_32_38,GBR,true,SK2 5XY,SK,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,Stockport,false
age_25_31,ECU,false,20092,20,ITA_FREELANCER_GEOMETRI,BUSINESS_CARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ECU,false,False,ITA,True,True,False,0-2,1,Cinisello balsamo,false
age_25_31,EST,true,11411,11,,,,,,,,,@gmail.com,False,True,EST       ,EST,true,False,EST,True,NULL,False,12+,,Tallinn,false
age_25_31,MA,true,40003,40,FREELANCER,,EDUCATION,,,,,,@gmail.com,False,False,ESP       ,,true,False,ESP,True,True,False,0-2,,segovia,false
age_18_24,RWA,true,25821,25,,,,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,False,3-5,,Breklum,false
age_25_31,ITA,true,55045,55,FREELANCER,STANDARD,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Pietrasanta,false
age_53_59,FRA,true,73160,73,,BLACK_CARD_MONTHLY,EDUCATION_AND_SCIENCE,EMPLOYMENT,,,,,@wanadoo.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,COGNIN,false
age_39_45,FRA,true,69200,69,FREELANCER,,TRANSPORT,,,,,,@yahoo.fr,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Vénissieux,false
age_18_24,CHN,false,28195,28,STUDENT,STANDARD,,FAMILY_INCOME,,,,ONLINE_PURCHASES,@gmail.com,False,False,DEU       ,CHN,false,True,DEU,True,True,False,0-2,2,Bremen,false
age_53_59,ESP,true,31591,31,PENSIONER,STANDARD,,,,,,,@hotmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,3-5,,Corella,false
age_18_24,ITA,false,36100,36,ITA_SELF_EMPLOYED,BUSINESS_CARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,,Vicenza,false
age_39_45,CIV,false,78300,78,,,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,,@live.fr,False,False,FRA       ,CIV,false,False,FRA,True,True,False,0-2,3,Poissy,false
age_18_24,CIV,false,13005,13,FREELANCER,,VALET_SERVICE,,,,,,@gmail.com,False,False,FRA       ,CIV,false,False,FRA,True,NULL,False,12+,,Marseille,false
age_39_45,BEL,false,5002,50,OTHER,,,,,,,,@gmail.com,False,False,BEL       ,,true,False,,NULL,NULL,True,12+,,Saint-servait Namur,false
age_46_52,FRA,true,83200,83,,,,,,,,,@free.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,LE REVEST LES EAUX,false
age_32_38,IRL,false,D07C7N8,D0,,STANDARD,,,,,,,@gmail.com,False,False,IRL       ,IRL,true,False,IRL,True,True,True,0-2,1,Dublin,false
age_25_31,FRA,true,13011,13,,,CONSTRUCTION,SALARY,BETWEEN_1001_AND_2500_EURO,EUROPE,,SALARY_OR_PENSION,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Marseille,false
age_25_31,COD,false,54000,54,FREELANCER,,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,NULL,False,12+,,Nancy,false
age_39_45,FRA,true,93200,93,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Saint-Denis,false
age_39_45,FRA,true,68290,68,,,,,,,,,@laposte.net,False,False,FRA       ,,true,False,FRA,True,NULL,True,12+,,Masevaux,false
age_>60,FRA,false,42100,42,PENSIONER,,,CAPITAL_MARKET_INCOME,,,,,@aol.com,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Saint etienne,false
age_46_52,DEU,false,kyocuvk,ky,,,,,,,,,@n26.com_TEMP6477,False,True,ESP       ,,true,False,,NULL,NULL,False,12+,,jxzaancruy,false
age_32_38,NLD,true,7451 AJ,74,,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@baantransport.nl,False,False,NLD       ,NLD,true,False,NLD,True,NULL,True,12+,,Holten,false
age_39_45,ITA,true,36100,36,ITA_ENTREPRENEUR,,,FAMILY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,12+,,Vicenza,false
age_18_24,NLD,true,2242 NA,22,FREELANCER,STANDARD,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,EMPLOYMENT,,,,,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,3,Wassenaar,false
age_46_52,BGR,true,89200,89,,,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,BGR,false,False,FRA,True,NULL,False,12+,,Avallon,false
age_18_24,ITA,true,43122,43,,,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Parma,false
age_53_59,BEL,true,4317,43,,STANDARD,,,,,,,@hotmail.com,False,False,BEL       ,BEL,true,False,BEL,True,True,True,0-2,,Faimes,false
age_25_31,GBR,true,fk54xd,fk,,,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,NULL,False,12+,,Larbert,false
age_25_31,DEU,true,81549,81,HOUSEWIFE,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,München,false
age_25_31,ITA,true,35036,35,FREELANCER,,WHOLESALE_TRADE,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,12+,,Montegrotto terme,false
age_25_31,ITA,true,80040,80,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,False,True,0-2,,Cercola,false
age_46_52,DEU,false,ubmrqym,ub,,,,,,,,,@n26.com_TEMP4767,False,True,DEU       ,,true,False,,NULL,NULL,True,12+,,nvpvntwlzz,false
age_39_45,DEU,true,59192,59,EMPLOYEE,,,,,,,,@hotmail.com,False,False,DEU       ,,true,False,,NULL,NULL,True,12+,,Bergkamen ,false
age_18_24,FRA,true,75011,75,FREELANCER,,OTHER_MANUFACTURING_INDUSTRY,,,,,,@laposte.net,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Paris,false
age_39_45,DEU,false,19339,19,,,,,,,,,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,NULL,True,12+,,Glöwen,false
age_32_38,SRB,false,92000,92,,STANDARD,,,,,,,@live.fr,False,False,FRA       ,,true,True,FRA,True,True,False,0-2,,Nanterre,false
age_25_31,COD,false,69600,69,,,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,NULL,False,12+,,Oullins,false
age_>60,PRT,true,1070283,10,,,,,,,,,@gmail.com,False,False,PRT       ,,true,False,PRT,True,NULL,True,12+,,Lisboa,false
age_18_24,FRA,true,94700,94,,,,,,,,,@gmail.com,False,False,FRA       ,TUN,false,False,FRA,True,True,True,0-2,,Maisons-Alfort,false
age_39_45,DEU,true,63500,63,FREELANCER,FLEX_ACCOUNT_MONTHLY,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,12+,4+,Seligenstadt,false
